Name,Year,Date,Tm,Opp,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
Ronald Acuna Jr.,2023,30/03/2023,ATL,WSN,6,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.333,0.333,0.333,0.667,1,0.91,0.078,0.9,0.0005,0.72,11,12,RF
Ronald Acuna Jr.,2023,01/04/2023,ATL,WSN,5,5,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0.273,0.273,0.545,0.818,1,0.45,0.067,0.49,0.0004,-0.33,14,18.7,RF
Ronald Acuna Jr.,2023,02/04/2023,ATL,WSN,4,2,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.231,0.333,0.462,0.795,1,0.82,0.018,0.9,0.0001,0.33,6,9.2,RF
Ronald Acuna Jr.,2023,03/04/2023,ATL,STL,5,4,2,3,1,0,1,3,1,0,0,0,0,0,0,0,0,1,0.353,0.45,0.765,1.215,1,0.64,0.131,0.64,0.0008,2.41,30,40.9,RF
Ronald Acuna Jr.,2023,04/04/2023,ATL,STL,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.364,0.44,0.682,1.122,1,0.71,-0.008,0.75,0,-0.81,13,15.2,RF
Ronald Acuna Jr.,2023,05/04/2023,ATL,STL,5,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.37,0.433,0.63,1.063,1,0.32,0.024,0.35,0.0002,-0.06,10,12.4,RF
Ronald Acuna Jr.,2023,06/04/2023,ATL,SDP,5,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.355,0.429,0.613,1.041,1,1.45,-0.027,1.63,-0.0002,0.12,9,12.2,RF
Ronald Acuna Jr.,2023,07/04/2023,ATL,SDP,5,4,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0.314,0.4,0.543,0.943,1,1.61,-0.128,1.89,-0.0009,-0.57,16,21.4,RF
Ronald Acuna Jr.,2023,08/04/2023,ATL,SDP,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.282,0.364,0.487,0.851,1,1.03,-0.11,1.16,-0.0008,-1.06,0,0,RF
Ronald Acuna Jr.,2023,09/04/2023,ATL,SDP,4,3,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.31,0.396,0.5,0.896,1,0.5,0.057,0.55,0.0004,0.86,15,18.5,RF
Ronald Acuna Jr.,2023,10/04/2023,ATL,CIN,5,5,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.34,0.415,0.511,0.926,1,1.02,0.033,1.09,0.0002,0.78,9,9,RF
Ronald Acuna Jr.,2023,11/04/2023,ATL,CIN,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0.34,0.431,0.5,0.931,1,0.92,0.078,1.03,0.0005,1.07,9,12.5,RF
Ronald Acuna Jr.,2023,12/04/2023,ATL,CIN,4,4,0,3,1,0,0,3,0,0,1,0,0,0,0,0,1,1,0.37,0.452,0.537,0.989,1,1.85,0.277,2.07,0.0019,2.46,22,28.5,RF
Ronald Acuna Jr.,2023,14/04/2023,ATL,KCR,5,5,3,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.39,0.463,0.593,1.056,1,0.33,0.078,0.36,0.0005,2.04,26,34.6,RF
Ronald Acuna Jr.,2023,15/04/2023,ATL,KCR,6,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.365,0.452,0.556,1.008,1,0.54,0.006,0.62,0,-0.14,8,12.4,RF
Ronald Acuna Jr.,2023,16/04/2023,ATL,KCR,4,4,1,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0.373,0.455,0.567,1.022,1,1.2,0.177,1.37,0.0012,0.67,15,18.2,RF
Ronald Acuna Jr.,2023,17/04/2023,ATL,SDP,5,5,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.389,0.463,0.583,1.047,1,0.79,0.081,0.95,0.0006,1.06,13,15.2,RF
Ronald Acuna Jr.,2023,18/04/2023,ATL,SDP,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.368,0.448,0.553,1.001,1,0.85,-0.144,1.02,-0.0011,-1.63,4,6.2,RF
Ronald Acuna Jr.,2023,19/04/2023,ATL,SDP,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.367,0.451,0.544,0.995,1,1.63,0.028,1.99,0.0002,0.83,10,12,RF
Ronald Acuna Jr.,2023,21/04/2023,ATL,HOU,5,5,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0.369,0.448,0.56,1.007,1,0.89,-0.008,1.02,-0.0001,0.25,12,15.2,RF
Ronald Acuna Jr.,2023,22/04/2023,ATL,HOU,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.375,0.45,0.557,1.007,1,1.01,0.087,1.17,0.0006,0.67,21,24,RF
Ronald Acuna Jr.,2023,23/04/2023,ATL,HOU,4,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0.374,0.452,0.56,1.012,1,1.01,0.053,1.11,0.0004,0.83,14,18.2,RF
Ronald Acuna Jr.,2023,24/04/2023,ATL,MIA,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.358,0.44,0.537,0.977,1,0.81,-0.093,1,-0.0007,-1.36,2,3,RF
Ronald Acuna Jr.,2023,25/04/2023,ATL,MIA,4,4,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0.364,0.442,0.545,0.988,1,0.72,0.031,0.91,0.0002,0.29,15,18.2,RF
Ronald Acuna Jr.,2023,26/04/2023,ATL,MIA,5,3,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0.363,0.449,0.569,1.018,1,0.68,0.044,0.87,0.0003,0.93,18,24.7,RF
Ronald Acuna Jr.,2023,27/04/2023,ATL,MIA,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.352,0.443,0.552,0.995,1,0.75,-0.033,0.99,-0.0003,0,4,6.5,RF
Ronald Acuna Jr.,2023,28/04/2023,ATL,NYM,3,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.352,0.44,0.546,0.986,1,1.25,0.105,1.73,0.0009,0.65,7,9.7,RF
Ronald Acuna Jr.,2023,01/05/2023,ATL,NYM,5,5,3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.363,0.446,0.584,1.03,1,0.58,0.136,0.77,0.0011,1.67,26,34.1,RF
Ronald Acuna Jr.,2023,01/05/2023,ATL,NYM,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.363,0.45,0.584,1.034,1,0.87,0.035,1.19,0.0003,0.39,2,3,RF
Ronald Acuna Jr.,2023,02/05/2023,ATL,MIA,5,3,0,1,1,0,0,1,1,0,2,0,0,1,0,0,1,0,0.362,0.449,0.586,1.035,1,0.74,0.022,0.98,0.0002,0.08,14,18.5,RF
Ronald Acuna Jr.,2023,03/05/2023,ATL,MIA,6,5,2,1,0,0,1,3,1,0,1,0,0,0,0,1,0,0,0.355,0.444,0.595,1.039,1,0.34,0.043,0.46,0.0004,1.56,22,31.9,RF
Ronald Acuna Jr.,2023,04/05/2023,ATL,MIA,4,3,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0.355,0.445,0.589,1.034,1,1.07,0.108,1.41,0.0009,1.18,14,18.7,RF
Ronald Acuna Jr.,2023,05/05/2023,ATL,BAL,5,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.352,0.444,0.578,1.022,1,0.65,0.007,0.78,0.0001,-0.02,7,9.2,RF
Ronald Acuna Jr.,2023,06/05/2023,ATL,BAL,4,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0.351,0.445,0.573,1.018,1,1.53,0.113,1.88,0.0008,0.42,7,9.5,RF
Ronald Acuna Jr.,2023,07/05/2023,ATL,BAL,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0.431,0.551,0.983,1,1.4,-0.228,1.6,-0.0016,-1.41,0,0,RF
Ronald Acuna Jr.,2023,09/05/2023,ATL,BOS,5,4,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.343,0.436,0.557,0.994,1,0.38,0.053,0.44,0.0004,1.36,16,21.6,RF
Ronald Acuna Jr.,2023,10/05/2023,ATL,BOS,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.347,0.438,0.576,1.014,1,1.57,0.141,1.79,0.001,0.59,17,21.7,RF
Ronald Acuna Jr.,2023,12/05/2023,ATL,TOR,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0.434,0.568,1.001,1,0.98,-0.003,1.14,0,-0.19,3,3,RF
Ronald Acuna Jr.,2023,13/05/2023,ATL,TOR,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0.342,0.433,0.559,0.992,1,1.35,0.163,1.63,0.0012,0.71,15,18,RF
Ronald Acuna Jr.,2023,14/05/2023,ATL,TOR,5,4,2,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0.346,0.437,0.577,1.014,1,0.94,0.219,1.16,0.0016,2.3,21,27.9,RF
Ronald Acuna Jr.,2023,15/05/2023,ATL,TEX,5,4,1,1,0,0,1,2,1,0,3,0,0,0,0,0,0,0,0.344,0.436,0.588,1.024,1,0.46,0.162,0.58,0.0012,1.21,18,25.2,RF
Ronald Acuna Jr.,2023,16/05/2023,ATL,TEX,4,4,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.348,0.438,0.604,1.041,1,0.79,0.002,0.94,0,0.9,17,21.7,RF
Ronald Acuna Jr.,2023,17/05/2023,ATL,TEX,5,4,2,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0.345,0.437,0.613,1.05,1,1.21,0.16,1.54,0.0012,1.03,23,30.9,RF
Ronald Acuna Jr.,2023,19/05/2023,ATL,SEA,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.343,0.433,0.61,1.043,1,0.99,-0.028,1.18,-0.0002,-0.33,7,9.2,RF
Ronald Acuna Jr.,2023,20/05/2023,ATL,SEA,4,4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.347,0.434,0.608,1.042,1,0.5,0.031,0.59,0.0002,0.56,10,12.4,RF
Ronald Acuna Jr.,2023,21/05/2023,ATL,SEA,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.344,0.431,0.6,1.031,1,0.75,-0.021,0.95,-0.0002,-0.23,5,6.2,RF
Ronald Acuna Jr.,2023,22/05/2023,ATL,LAD,5,4,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.342,0.43,0.598,1.028,1,1.3,0.074,1.7,0.0006,0.68,16,21.4,RF
Ronald Acuna Jr.,2023,23/05/2023,ATL,LAD,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.337,0.427,0.588,1.015,1,0.96,0,1.28,0,-0.06,7,9,RF
Ronald Acuna Jr.,2023,24/05/2023,ATL,LAD,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.33,0.419,0.576,0.995,1,1.29,-0.215,1.78,-0.0018,-1.59,0,0,RF
Ronald Acuna Jr.,2023,25/05/2023,ATL,PHI,5,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0.332,0.419,0.577,0.995,1,0.84,0.074,1.2,0.0006,1.27,18,21,RF
Ronald Acuna Jr.,2023,26/05/2023,ATL,PHI,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323,0.409,0.562,0.972,1,1.37,-0.171,1.87,-0.0014,-1.36,0,0,RF
Ronald Acuna Jr.,2023,27/05/2023,ATL,PHI,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.322,0.407,0.556,0.963,1,1.11,-0.069,1.51,-0.0006,-0.47,3,3,RF
Ronald Acuna Jr.,2023,28/05/2023,ATL,PHI,5,5,2,4,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0.333,0.415,0.571,0.986,1,0.34,0.107,0.5,0.001,2.83,27,34.9,RF
Ronald Acuna Jr.,2023,29/05/2023,ATL,OAK,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.408,0.561,0.969,1,0.87,-0.087,1.09,-0.0007,-0.89,0,0,RF
Ronald Acuna Jr.,2023,30/05/2023,ATL,OAK,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.323,0.406,0.553,0.959,1,1.42,-0.139,1.82,-0.0011,-0.95,2,3,RF
Ronald Acuna Jr.,2023,31/05/2023,ATL,OAK,5,5,0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.324,0.406,0.554,0.96,1,0.89,0.091,1.17,0.0007,1.14,15,18.5,RF
Ronald Acuna Jr.,2023,02/06/2023,ATL,ARI,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0.323,0.403,0.549,0.952,1,1.29,-0.129,1.77,-0.0011,-0.9,3,3,RF
Ronald Acuna Jr.,2023,03/06/2023,ATL,ARI,5,5,2,2,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0.325,0.403,0.563,0.966,1,0.74,0.085,1.04,0.0007,0.75,26,33.9,RF
Ronald Acuna Jr.,2023,04/06/2023,ATL,ARI,5,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.331,0.407,0.564,0.97,1,2.1,0.387,2.91,0.0032,1.43,23,27.4,RF
Ronald Acuna Jr.,2023,06/06/2023,ATL,NYM,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.329,0.404,0.558,0.963,1,0.93,-0.078,1.36,-0.0007,-0.82,3,3,RF
Ronald Acuna Jr.,2023,07/06/2023,ATL,NYM,5,5,0,2,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0.331,0.404,0.555,0.959,1,0.85,0.082,1.16,0.0007,0.37,18,21.5,RF
Ronald Acuna Jr.,2023,08/06/2023,ATL,NYM,6,5,1,2,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.332,0.406,0.556,0.962,1,1.75,0.099,2.38,0.0008,0.6,14,18.7,RF
Ronald Acuna Jr.,2023,09/06/2023,ATL,WSN,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327,0.401,0.547,0.948,1,1.29,-0.13,1.62,-0.001,-1.07,0,0,RF
Ronald Acuna Jr.,2023,10/06/2023,ATL,WSN,4,4,2,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0.333,0.405,0.57,0.975,1,0.75,0.23,0.88,0.0016,3.19,30,40.9,RF
Ronald Acuna Jr.,2023,11/06/2023,ATL,WSN,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.331,0.402,0.563,0.965,1,1.12,-0.092,1.29,-0.0006,-1.31,5,6.2,RF
Ronald Acuna Jr.,2023,12/06/2023,ATL,DET,5,5,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0.328,0.399,0.56,0.958,1,0.92,0.048,1.06,0.0003,0.48,11,16.5,RF
Ronald Acuna Jr.,2023,14/06/2023,ATL,DET,5,5,1,3,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0.333,0.402,0.571,0.973,1,0.62,0.191,0.77,0.0014,2.65,29,37.7,RF
Ronald Acuna Jr.,2023,14/06/2023,ATL,DET,5,3,2,1,0,0,1,1,2,0,0,0,0,0,0,0,0,1,0.333,0.405,0.58,0.985,1,0.84,0.086,1,0.0006,0.87,20,27.9,RF
Ronald Acuna Jr.,2023,15/06/2023,ATL,COL,4,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.331,0.403,0.576,0.979,1,0.84,0.009,0.99,0.0001,-0.08,6,9.7,RF
Ronald Acuna Jr.,2023,16/06/2023,ATL,COL,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0.327,0.401,0.569,0.971,1,0.69,0.075,0.79,0.0005,-0.33,9,12.2,RF
Ronald Acuna Jr.,2023,17/06/2023,ATL,COL,5,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.326,0.401,0.565,0.966,1,0.22,0.028,0.24,0.0002,-0.16,7,9.2,RF
Ronald Acuna Jr.,2023,18/06/2023,ATL,COL,6,4,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.325,0.403,0.561,0.964,1,0.6,0.033,0.63,0.0002,0.25,9,12.2,RF
Ronald Acuna Jr.,2023,20/06/2023,ATL,PHI,5,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.327,0.403,0.558,0.961,1,0.94,0.053,1.12,0.0004,0.56,13,15.5,RF
Ronald Acuna Jr.,2023,22/06/2023,ATL,PHI,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.324,0.4,0.552,0.952,1,1.81,0.015,2.01,0.0001,-0.05,10,12.2,RF
Ronald Acuna Jr.,2023,23/06/2023,ATL,CIN,5,5,2,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0.329,0.403,0.563,0.965,1,0.62,0.059,0.61,0.0004,1.22,27,33.9,RF
Ronald Acuna Jr.,2023,24/06/2023,ATL,CIN,5,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.328,0.403,0.558,0.961,1,0.72,-0.012,0.76,-0.0001,0.08,10,12,RF
Ronald Acuna Jr.,2023,25/06/2023,ATL,CIN,6,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0.328,0.402,0.561,0.962,1,0.97,0.026,0.92,0.0002,-0.37,17,21.2,RF
Ronald Acuna Jr.,2023,26/06/2023,ATL,MIN,4,3,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0.328,0.403,0.568,0.971,1,1.03,0.132,0.82,0.0006,1.48,18,25.2,RF
Ronald Acuna Jr.,2023,27/06/2023,ATL,MIN,4,4,2,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0.33,0.404,0.586,0.99,1,0.4,0.131,0.3,0.0006,1.63,28,37.4,RF
Ronald Acuna Jr.,2023,28/06/2023,ATL,MIN,4,2,1,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0.331,0.408,0.585,0.993,1,0.95,0.169,0.71,0.0008,2.11,14,18.2,RF
Ronald Acuna Jr.,2023,30/06/2023,ATL,MIA,5,3,3,2,0,0,1,2,1,0,0,1,0,0,0,0,1,1,0.334,0.413,0.595,1.008,1,0.25,0.026,0.26,0.0002,2.6,32,43.6,RF
Ronald Acuna Jr.,2023,01/07/2023,ATL,MIA,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.333,0.411,0.6,1.011,1,0.32,0.082,0.31,0.0005,0.26,14,18.7,RF
Ronald Acuna Jr.,2023,02/07/2023,ATL,MIA,4,3,1,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0.336,0.415,0.604,1.018,1,0.86,0.103,0.71,0.0005,1.07,22,27.2,RF
Ronald Acuna Jr.,2023,03/07/2023,ATL,CLE,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.335,0.413,0.599,1.012,1,0.61,0.006,0.32,0,-0.21,10,12.2,RF
Ronald Acuna Jr.,2023,04/07/2023,ATL,CLE,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.337,0.415,0.598,1.014,1,1.09,0.099,0.5,0.0003,1.21,15,18.2,RF
Ronald Acuna Jr.,2023,05/07/2023,ATL,CLE,6,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.337,0.414,0.594,1.008,1,0.27,-0.025,0.14,-0.0001,-0.67,6,6,RF
Ronald Acuna Jr.,2023,07/07/2023,ATL,TBR,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.41,0.587,0.997,1,0.86,-0.086,0.43,-0.0003,-0.8,0,0,RF
Ronald Acuna Jr.,2023,08/07/2023,ATL,TBR,5,4,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.335,0.412,0.589,1.001,1,0.5,0.054,0.22,0.0001,1.12,14,18.7,RF
Ronald Acuna Jr.,2023,09/07/2023,ATL,TBR,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.331,0.408,0.582,0.99,1,0.45,-0.047,0.18,-0.0001,-0.8,0,0,RF
Ronald Acuna Jr.,2023,14/07/2023,ATL,CHW,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0.329,0.408,0.577,0.986,1,0.69,0.023,0.29,0.0001,-0.15,11,15.2,RF
Ronald Acuna Jr.,2023,15/07/2023,ATL,CHW,5,5,2,3,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0.332,0.411,0.594,1.005,1,1.4,0.326,0.46,0.0006,2.72,38,49.9,RF
Ronald Acuna Jr.,2023,16/07/2023,ATL,CHW,4,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.333,0.414,0.593,1.007,1,0.48,0.071,0.21,0.0002,0.77,7,9,RF
Ronald Acuna Jr.,2023,18/07/2023,ATL,ARI,5,5,2,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0.334,0.414,0.591,1.004,1,1.43,0.04,0.66,0.0001,0.29,15,18.4,RF
Ronald Acuna Jr.,2023,19/07/2023,ATL,ARI,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0.412,0.59,1.002,1,1.12,-0.044,0.6,-0.0001,0.4,7,9.2,RF
Ronald Acuna Jr.,2023,20/07/2023,ATL,ARI,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332,0.411,0.586,0.997,1,1.21,-0.109,0.69,-0.0004,-0.77,3,3,RF
Ronald Acuna Jr.,2023,21/07/2023,ATL,MIL,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.328,0.406,0.579,0.985,1,0.54,-0.073,0.28,-0.0002,-1.04,0,0,RF
Ronald Acuna Jr.,2023,22/07/2023,ATL,MIL,5,4,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.33,0.408,0.578,0.986,1,1.97,0.017,0.91,0.0001,0.17,15,18.2,RF
Ronald Acuna Jr.,2023,23/07/2023,ATL,MIL,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.332,0.409,0.577,0.986,1,1.49,0.031,0.73,0.0001,0,13,15.2,RF
Ronald Acuna Jr.,2023,25/07/2023,ATL,BOS,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0.328,0.407,0.571,0.978,1,1.09,-0.064,0.35,-0.0001,-1.3,12,15,RF
Ronald Acuna Jr.,2023,26/07/2023,ATL,BOS,4,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.327,0.407,0.569,0.976,1,1.3,-0.028,0.55,-0.0001,0,6,9.2,RF
Ronald Acuna Jr.,2023,28/07/2023,ATL,MIL,5,3,1,2,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0.329,0.412,0.569,0.981,1,1.05,0.2,0.59,0.0007,1.9,19,24.7,RF
Ronald Acuna Jr.,2023,29/07/2023,ATL,MIL,5,4,2,3,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0.333,0.416,0.578,0.994,1,0.43,0.083,0.19,0.0002,0.9,31,40.4,RF
Ronald Acuna Jr.,2023,30/07/2023,ATL,MIL,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.335,0.416,0.578,0.994,1,1.06,-0.03,0.38,-0.0001,-0.06,15,18.4,RF
Ronald Acuna Jr.,2023,31/07/2023,ATL,LAA,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.333,0.415,0.573,0.989,1,1.08,-0.046,0.31,-0.0001,-0.43,2,3,RF
Ronald Acuna Jr.,2023,01/08/2023,ATL,LAA,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.331,0.416,0.571,0.987,1,0.76,-0.01,0.26,0,-0.21,4,6,RF
Ronald Acuna Jr.,2023,02/08/2023,ATL,LAA,5,4,4,3,1,0,1,3,1,0,0,0,0,0,0,0,0,0,0.335,0.42,0.582,1.002,1,0.65,0.194,0.19,0.0003,3.49,34,47.3,RF
Ronald Acuna Jr.,2023,04/08/2023,ATL,CHC,5,5,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.338,0.422,0.587,1.008,1,0.45,0.044,0.11,0.0001,1.29,18,21.7,RF
Ronald Acuna Jr.,2023,05/08/2023,ATL,CHC,5,5,0,3,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0.341,0.423,0.587,1.01,1,0.91,0.102,0.15,0.0001,1.27,16,18.5,RF
Ronald Acuna Jr.,2023,06/08/2023,ATL,CHC,5,4,1,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0.343,0.425,0.589,1.014,1,1.46,0.2,0.28,0.0002,1.61,19,24.7,RF
Ronald Acuna Jr.,2023,07/08/2023,ATL,PIT,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.339,0.421,0.582,1.003,1,1.58,-0.204,0.39,-0.0003,-1.59,0,0,RF
Ronald Acuna Jr.,2023,08/08/2023,ATL,PIT,4,3,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.339,0.422,0.587,1.008,1,1.57,0.036,0.48,0.0001,0.23,16,21.7,RF
Ronald Acuna Jr.,2023,09/08/2023,ATL,PIT,6,6,1,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0.341,0.422,0.588,1.01,1,1.41,0.236,0.32,0.0003,1.8,15,18.7,RF
Ronald Acuna Jr.,2023,10/08/2023,ATL,PIT,5,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.34,0.422,0.585,1.007,1,0.93,0.057,0.21,0.0001,0.69,7,9.5,RF
Ronald Acuna Jr.,2023,11/08/2023,ATL,NYM,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.337,0.42,0.58,1,1,0.4,-0.024,0.11,0,-0.45,4,6.2,RF
Ronald Acuna Jr.,2023,12/08/2023,ATL,NYM,5,3,3,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0.339,0.424,0.58,1.004,1,0.74,0.075,0.18,0.0001,1.94,23,31.1,RF
Ronald Acuna Jr.,2023,12/08/2023,ATL,NYM,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.336,0.422,0.575,0.997,1,0.87,-0.113,0.21,-0.0002,-0.78,4,6.2,RF
Ronald Acuna Jr.,2023,13/08/2023,ATL,NYM,5,5,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.337,0.421,0.574,0.995,1,0.78,0.017,0.12,0,0.44,13,15.2,RF
Ronald Acuna Jr.,2023,14/08/2023,ATL,NYY,5,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.337,0.423,0.572,0.995,1,0.58,0.007,0.11,0,0.74,7,9,RF
Ronald Acuna Jr.,2023,15/08/2023,ATL,NYY,5,5,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.338,0.423,0.577,0.999,1,0.56,0.161,0.08,0.0002,2.17,21,28.4,RF
Ronald Acuna Jr.,2023,16/08/2023,ATL,NYY,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0.335,0.422,0.573,0.995,1,0.55,-0.045,0.07,0,-0.66,2,3,RF
