Name,Year,Date,Tm,Opp,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
Rafael Devers,2023,28/05/2023,BOS,ARI,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.242,0.283,0.5,0.783,2,1.46,-0.184,1.24,-0.0009,-1.69,0,0,3B
Rafael Devers,2023,30/05/2023,BOS,CIN,5,5,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.246,0.286,0.498,0.783,2,0.67,-0.022,0.53,-0.0001,1.25,12,16.2,3B
Rafael Devers,2023,31/05/2023,BOS,CIN,5,4,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0.246,0.288,0.498,0.786,2,1.43,0.072,1,0.0003,0.8,9,12.5,3B
Rafael Devers,2023,01/06/2023,BOS,CIN,4,3,1,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0.252,0.296,0.51,0.806,2,1.44,0.337,1.01,0.0014,2.09,16,21.7,3B
Rafael Devers,2023,03/06/2023,BOS,TBR,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.248,0.294,0.5,0.794,2,1.24,-0.046,0.97,-0.0002,-0.88,4,6.2,3B
Rafael Devers,2023,03/06/2023,BOS,TBR,5,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0.245,0.301,0.495,0.796,2,1.14,0.303,0.96,0.0015,1.6,6,9,3B
Rafael Devers,2023,04/06/2023,BOS,TBR,5,4,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0.241,0.295,0.486,0.781,2,0.97,-0.116,0.78,-0.0006,-1.22,2,3.5,DH
Rafael Devers,2023,05/06/2023,BOS,TBR,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.246,0.298,0.487,0.785,4,1.28,-0.052,0.82,-0.0002,-0.74,6,6,3B
Rafael Devers,2023,06/06/2023,BOS,CLE,5,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.241,0.296,0.478,0.774,4,1.65,-0.073,0.9,-0.0002,-0.83,4,6.2,3B
Rafael Devers,2023,07/06/2023,BOS,CLE,4,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.246,0.299,0.478,0.778,4,0.94,0.088,0.59,0.0003,1,8,9.5,3B
Rafael Devers,2023,08/06/2023,BOS,CLE,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.243,0.298,0.472,0.771,4,0.75,-0.036,0.42,-0.0001,-0.51,2,3,3B
Rafael Devers,2023,09/06/2023,BOS,NYY,4,4,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0.247,0.302,0.49,0.791,4,0.86,0.126,0.5,0.0004,0.75,21,27.9,3B
Rafael Devers,2023,10/06/2023,BOS,NYY,4,4,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.247,0.301,0.498,0.799,4,1.75,0.014,1.12,0.0001,-0.04,14,18.7,3B
Rafael Devers,2023,11/06/2023,BOS,NYY,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.247,0.3,0.494,0.794,4,1.5,-0.049,0.87,-0.0002,-0.58,3,3,3B
Rafael Devers,2023,12/06/2023,BOS,COL,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.243,0.296,0.486,0.782,4,1.68,-0.28,0.95,-0.001,-2.65,0,0,3B
Rafael Devers,2023,13/06/2023,BOS,COL,5,4,2,2,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0.247,0.301,0.51,0.811,4,1.9,0.186,0.92,0.0005,2.65,34,47.4,3B
Rafael Devers,2023,16/06/2023,BOS,NYY,5,4,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.243,0.299,0.502,0.801,3,0.3,0.015,0.17,0.0001,-0.28,4,6.2,3B
Rafael Devers,2023,18/06/2023,BOS,NYY,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0.244,0.304,0.5,0.804,3,0.88,0.03,0.54,0.0001,0.4,9,12.5,3B
Rafael Devers,2023,18/06/2023,BOS,NYY,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.245,0.307,0.498,0.805,4,1.14,0.02,0.77,0.0001,0.3,7,9.2,3B
Rafael Devers,2023,19/06/2023,BOS,MIN,5,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.242,0.305,0.491,0.796,3,1.08,-0.17,0.72,-0.0007,-1.61,2,3,3B
Rafael Devers,2023,20/06/2023,BOS,MIN,5,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.238,0.304,0.484,0.787,3,0.5,-0.055,0.35,-0.0002,-0.59,4,6.2,3B
Rafael Devers,2023,21/06/2023,BOS,MIN,5,5,0,1,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0.237,0.302,0.482,0.784,4,1.75,-0.1,1.31,-0.0005,-0.01,7,9.5,3B
Rafael Devers,2023,22/06/2023,BOS,MIN,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0.302,0.48,0.783,4,0.45,-0.032,0.32,-0.0001,-0.35,3,3,3B
Rafael Devers,2023,23/06/2023,BOS,CHW,4,4,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.239,0.302,0.488,0.789,4,0.92,0.133,0.6,0.0005,0.9,16,22.2,3B
Rafael Devers,2023,24/06/2023,BOS,CHW,5,3,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.243,0.309,0.49,0.799,4,1.88,0.11,1.45,0.0005,1.01,14,18.4,3B
Rafael Devers,2023,25/06/2023,BOS,CHW,4,2,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0.241,0.312,0.486,0.798,3,1,-0.001,0.7,0,-0.1,4,6,3B
Rafael Devers,2023,27/06/2023,BOS,MIA,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0.311,0.483,0.794,4,0.61,-0.013,0.37,-0.0001,-0.58,3,3,3B
Rafael Devers,2023,28/06/2023,BOS,MIA,4,4,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.245,0.313,0.493,0.807,4,0.6,0.087,0.34,0.0003,0.78,19,24.9,3B
Rafael Devers,2023,29/06/2023,BOS,MIA,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.246,0.315,0.492,0.807,4,1.02,0.006,0.53,0,0.13,5,6,3B
Rafael Devers,2023,30/06/2023,BOS,TOR,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.243,0.312,0.485,0.797,4,0.44,-0.047,0.23,-0.0002,-1.07,0,0,3B
Rafael Devers,2023,01/07/2023,BOS,TOR,5,5,2,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,0.248,0.316,0.5,0.816,4,0.87,0.285,0.55,0.0011,2.8,28,37.9,3B
Rafael Devers,2023,02/07/2023,BOS,TOR,5,3,0,3,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0.256,0.326,0.505,0.831,4,1.23,0.354,0.84,0.0014,3.17,22,28,3B
Rafael Devers,2023,04/07/2023,BOS,TEX,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.256,0.325,0.502,0.826,4,0.74,0.01,0.5,0,-0.21,3,3,3B
Rafael Devers,2023,05/07/2023,BOS,TEX,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,0.321,0.495,0.817,4,0.59,-0.059,0.38,-0.0002,-1,0,0,3B
Rafael Devers,2023,06/07/2023,BOS,TEX,5,4,1,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0.255,0.325,0.498,0.824,4,1.14,0.166,0.8,0.0007,1.85,16,22.2,3B
Rafael Devers,2023,07/07/2023,BOS,OAK,4,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0.253,0.324,0.494,0.818,3,0.75,-0.018,0.52,-0.0001,-0.23,11,15.7,3B
Rafael Devers,2023,08/07/2023,BOS,OAK,4,3,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0.254,0.326,0.495,0.822,4,0.44,0.007,0.35,0,0.77,9,12.5,3B
Rafael Devers,2023,09/07/2023,BOS,OAK,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.254,0.325,0.493,0.818,3,1.33,-0.061,1.09,-0.0003,-0.33,3,3,3B
Rafael Devers,2023,14/07/2023,BOS,CHC,5,5,2,3,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0.259,0.329,0.512,0.841,4,0.45,0.18,0.38,0.0009,1.43,31,40.4,3B
Rafael Devers,2023,15/07/2023,BOS,CHC,4,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.259,0.328,0.512,0.84,4,0.48,-0.039,0.43,-0.0002,-0.29,7,9.2,3B
Rafael Devers,2023,16/07/2023,BOS,CHC,4,4,2,2,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.261,0.33,0.523,0.853,3,0.68,0.109,0.55,0.0005,0.49,21,27.9,3B
Rafael Devers,2023,19/07/2023,BOS,OAK,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.259,0.327,0.517,0.844,4,1.3,-0.133,1.22,-0.0008,-0.95,0,0,3B
Rafael Devers,2023,21/07/2023,BOS,NYM,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0.328,0.517,0.845,4,1.15,0.123,0,0,0.56,6,6,3B
Rafael Devers,2023,22/07/2023,BOS,NYM,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.262,0.33,0.515,0.845,4,0.81,0.002,0.66,0,0.01,7,9.2,3B
Rafael Devers,2023,23/07/2023,BOS,NYM,4,3,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.265,0.334,0.525,0.859,4,0.6,0.079,0.53,0.0004,1.66,19,24.7,3B
Rafael Devers,2023,25/07/2023,BOS,ATL,5,5,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.267,0.335,0.523,0.858,3,0.77,0.071,0.66,0.0004,0.43,10,12.7,3B
Rafael Devers,2023,26/07/2023,BOS,ATL,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.267,0.334,0.528,0.862,4,0.84,0.01,0.81,0.0001,0.17,14,18.7,3B
Rafael Devers,2023,28/07/2023,BOS,SFG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.331,0.523,0.854,4,0.62,-0.062,0.62,-0.0004,-0.68,0,0,3B
Rafael Devers,2023,29/07/2023,BOS,SFG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.261,0.328,0.517,0.845,3,1.3,-0.13,1.37,-0.0008,-0.89,0,0,3B
Rafael Devers,2023,30/07/2023,BOS,SFG,5,4,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0.261,0.329,0.517,0.846,3,1.32,0.029,1.41,0.0002,0.16,7,9,3B
Rafael Devers,2023,31/07/2023,BOS,SEA,4,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.266,0.333,0.519,0.852,4,0.91,0.069,0.96,0.0004,0.4,9,9,3B
Rafael Devers,2023,01/08/2023,BOS,SEA,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.264,0.332,0.515,0.847,4,0.8,-0.001,0.78,0,-0.24,4,6.2,3B
Rafael Devers,2023,02/08/2023,BOS,SEA,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.331,0.513,0.844,4,0.66,-0.056,0.68,-0.0003,-0.81,3,3,3B
Rafael Devers,2023,04/08/2023,BOS,TOR,4,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0.263,0.333,0.51,0.843,4,1.12,0.008,1.21,0.0001,0.08,4,6,3B
Rafael Devers,2023,05/08/2023,BOS,TOR,4,3,1,2,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0.266,0.336,0.519,0.855,4,1.44,0.203,1.37,0.0012,1.92,23,31.7,3B
Rafael Devers,2023,06/08/2023,BOS,TOR,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.267,0.337,0.521,0.858,4,0.55,0.026,0.46,0.0001,0.27,5,6,3B
Rafael Devers,2023,07/08/2023,BOS,KCR,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.336,0.521,0.857,4,1.06,0.054,0.55,0.0002,-0.34,7,9.2,3B
Rafael Devers,2023,08/08/2023,BOS,KCR,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.264,0.333,0.516,0.849,4,0.52,-0.056,0.31,-0.0002,-0.77,0,0,3B
Rafael Devers,2023,09/08/2023,BOS,KCR,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.263,0.333,0.513,0.847,4,1.01,-0.009,0.49,0,-0.19,4,6.2,3B
Rafael Devers,2023,10/08/2023,BOS,KCR,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.263,0.333,0.513,0.846,2,0.79,-0.06,0.41,-0.0002,-0.42,5,6,3B
Rafael Devers,2023,11/08/2023,BOS,DET,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.332,0.511,0.843,2,1.03,0.013,0.61,0.0001,-0.44,3,3,3B
Rafael Devers,2023,12/08/2023,BOS,DET,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.265,0.335,0.512,0.847,4,1.07,0.068,0.71,0.0003,0.84,8,9,3B
Rafael Devers,2023,15/08/2023,BOS,WSN,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.264,0.337,0.509,0.846,3,0.79,-0.005,0.53,0,0.04,6,9.2,3B
Rafael Devers,2023,16/08/2023,BOS,WSN,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.262,0.336,0.506,0.842,3,1.14,-0.091,0.85,-0.0004,-0.49,2,3,3B
Rafael Devers,2023,17/08/2023,BOS,WSN,5,5,1,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0.262,0.335,0.509,0.844,2,1.03,-0.044,0.68,-0.0002,0.33,16,22.2,3B
Rafael Devers,2023,18/08/2023,BOS,NYY,5,4,2,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0.266,0.339,0.511,0.851,2,0.49,0.101,0.29,0.0004,2.46,19,25.4,3B
Rafael Devers,2023,19/08/2023,BOS,NYY,5,5,1,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.27,0.342,0.519,0.861,2,0.26,0.02,0.17,0.0001,0.49,20,24.7,3B
Rafael Devers,2023,20/08/2023,BOS,NYY,5,4,3,3,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.274,0.347,0.53,0.877,2,1.65,0.2,1.24,0.0009,1.56,28,37.1,3B
Rafael Devers,2023,21/08/2023,BOS,HOU,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.273,0.345,0.527,0.872,2,1.56,-0.127,1.52,-0.0007,-1.28,3,3,3B
Rafael Devers,2023,22/08/2023,BOS,HOU,5,4,1,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0.273,0.346,0.526,0.872,2,0.73,-0.022,0.59,-0.0001,0.46,9,12.2,3B
Rafael Devers,2023,23/08/2023,BOS,HOU,5,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27,0.342,0.521,0.863,2,1.18,-0.155,0.78,-0.0006,-1.19,2,3.2,3B
Rafael Devers,2023,24/08/2023,BOS,HOU,7,5,1,2,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0.272,0.345,0.519,0.865,2,0.28,0.048,0.24,0.0003,2.26,18,25.7,3B
Rafael Devers,2023,25/08/2023,BOS,LAD,5,4,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.274,0.348,0.519,0.867,2,0.92,0.14,0.75,0.0007,0.91,10,12.2,3B
Rafael Devers,2023,26/08/2023,BOS,LAD,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.272,0.347,0.516,0.863,4,1.22,-0.113,0.97,-0.0005,-0.58,4,6.2,SS 3B
Rafael Devers,2023,28/08/2023,BOS,HOU,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.269,0.345,0.512,0.856,2,0.91,-0.09,0.79,-0.0005,-1.11,0,0,3B
Rafael Devers,2023,29/08/2023,BOS,HOU,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.269,0.344,0.509,0.853,2,0.96,0.007,0.57,0,-0.09,3,3,3B
Rafael Devers,2023,30/08/2023,BOS,HOU,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.267,0.341,0.505,0.847,3,0.63,-0.05,0.28,-0.0001,-0.7,2,3.5,3B
Rafael Devers,2023,01/09/2023,BOS,KCR,3,3,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.267,0.341,0.504,0.845,2,0.3,-0.02,0.08,0,-0.28,3,3,3B
Rafael Devers,2023,02/09/2023,BOS,KCR,5,5,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0.269,0.342,0.507,0.849,2,0.46,0.055,0.1,0.0001,1.23,16,21.9,3B
Rafael Devers,2023,03/09/2023,BOS,KCR,5,5,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.27,0.342,0.508,0.85,2,0.42,-0.032,0.14,-0.0001,0.63,10,12.5,3B
Rafael Devers,2023,04/09/2023,BOS,TBR,5,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0.269,0.343,0.505,0.848,2,0.9,0.015,0.36,0,0.17,13,18.4,3B
Rafael Devers,2023,05/09/2023,BOS,TBR,6,6,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0.269,0.343,0.505,0.848,2,1.67,0.018,0.83,0.0001,0.13,8,9,3B
Rafael Devers,2023,06/09/2023,BOS,TBR,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.269,0.342,0.505,0.847,2,1.18,-0.093,0.42,-0.0002,-0.73,5,6,3B
Rafael Devers,2023,08/09/2023,BOS,BAL,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.267,0.34,0.501,0.841,2,0.77,-0.083,0.21,-0.0001,-1.06,0,0,3B
Rafael Devers,2023,09/09/2023,BOS,BAL,6,6,2,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.272,0.343,0.505,0.848,2,0.91,0.082,0.17,0.0001,1.52,20,24.9,3B
Rafael Devers,2023,10/09/2023,BOS,BAL,5,4,2,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0.272,0.344,0.503,0.846,2,0.88,0.166,0.1,0.0001,1.38,11,15.9,3B
Rafael Devers,2023,12/09/2023,BOS,NYY,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.271,0.343,0.507,0.85,2,1.36,-0.02,0.18,0,-0.39,14,18.7,3B
Rafael Devers,2023,12/09/2023,BOS,NYY,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.271,0.344,0.507,0.851,8,3.45,0.045,0.26,0,0.24,2,3,PH 3B
Rafael Devers,2023,14/09/2023,BOS,NYY,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.272,0.345,0.506,0.851,2,0.65,0.026,0.02,0,0.36,7,9.2,3B
Rafael Devers,2023,14/09/2023,BOS,NYY,5,3,1,3,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0.276,0.351,0.514,0.865,2,1.46,0.314,0.07,0.0001,2.76,24,30.7,DH
Rafael Devers,2023,15/09/2023,BOS,TOR,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0.348,0.51,0.859,2,0.7,-0.07,0.02,0,-0.73,0,0,3B
Rafael Devers,2023,16/09/2023,BOS,TOR,6,4,1,1,0,0,1,2,2,2,1,0,0,0,0,1,0,0,0.274,0.35,0.514,0.864,2,2.15,0.136,0.04,0,0.64,20,28.2,3B
Rafael Devers,2023,17/09/2023,BOS,TOR,5,2,1,2,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0.276,0.355,0.521,0.876,4,1.53,0.502,0,0,2.15,23,30.7,3B
Rafael Devers,2023,18/09/2023,BOS,TEX,4,3,1,2,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0.278,0.358,0.522,0.88,2,1.65,0.084,0,0,0.86,15,18.2,3B
Rafael Devers,2023,19/09/2023,BOS,TEX,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0.277,0.357,0.519,0.876,2,1.64,-0.139,0,0,-1.13,4,6.2,3B
Rafael Devers,2023,20/09/2023,BOS,TEX,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.355,0.516,0.872,2,0.38,-0.03,0,0,-0.53,0,0,3B
Rafael Devers,2023,22/09/2023,BOS,CHW,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.356,0.516,0.872,2,1.54,0.206,0,0,0.77,8,9.2,3B
Rafael Devers,2023,23/09/2023,BOS,CHW,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0.275,0.355,0.513,0.869,2,1.69,-0.022,0,0,-0.36,2,3,3B
Rafael Devers,2023,24/09/2023,BOS,CHW,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.274,0.354,0.511,0.864,2,1.56,-0.166,0,0,-1.59,0,0,3B
Rafael Devers,2023,26/09/2023,BOS,TBR,5,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.272,0.351,0.506,0.857,2,1.04,-0.142,0,0,-1.16,0,0,3B
Rafael Devers,2023,28/09/2023,BOS,BAL,4,3,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.272,0.352,0.505,0.857,2,1.65,0.019,0,0,0.37,5,6,3B
Rafael Devers,2023,29/09/2023,BOS,BAL,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.27,0.35,0.502,0.852,2,0.51,-0.032,0,0,0.04,2,3.5,3B
Rafael Devers,2023,30/09/2023,BOS,BAL,5,5,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.271,0.35,0.501,0.851,2,0.81,-0.005,0,0,-0.18,6,6,3B
Rafael Devers,2023,01/10/2023,BOS,BAL,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0.271,0.351,0.5,0.851,2,0.97,0.094,0,0,0.99,9,12.5,3B
Rafael Devers,2022,08/04/2022,BOS,NYY,5,4,1,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,0.25,0.4,1,1.4,2,1.4,0.141,1.41,0.0009,1.37,18,25.2,3B
Rafael Devers,2022,09/04/2022,BOS,NYY,4,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.333,0.75,1.083,2,0.62,-0.017,0.58,-0.0001,0.01,5,6,3B
Rafael Devers,2022,10/04/2022,BOS,NYY,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.25,0.308,0.583,0.891,2,0.73,-0.035,0.66,-0.0002,-0.29,5,6.2,3B
Rafael Devers,2022,11/04/2022,BOS,DET,4,4,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.313,0.353,0.625,0.978,2,0.95,0.083,0.86,0.0005,0.48,8,9,3B
Rafael Devers,2022,12/04/2022,BOS,DET,5,5,2,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0.381,0.409,0.619,1.028,2,1.26,0.317,1.1,0.0016,1.8,17,22.4,3B
Rafael Devers,2022,13/04/2022,BOS,DET,5,5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.346,0.37,0.577,0.947,2,0.4,0.006,0.37,0,0.22,9,12.7,3B
Rafael Devers,2022,15/04/2022,BOS,MIN,4,4,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0.367,0.387,0.667,1.054,2,0.73,0.083,0.68,0.0005,1.56,19,25.2,3B
Rafael Devers,2022,16/04/2022,BOS,MIN,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353,0.371,0.618,0.989,2,0.46,-0.039,0.43,-0.0002,-0.31,3,3,3B
Rafael Devers,2022,17/04/2022,BOS,MIN,4,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.368,0.385,0.605,0.99,2,0.81,0.115,0.79,0.0007,1.5,10,12.4,3B
Rafael Devers,2022,18/04/2022,BOS,MIN,5,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.349,0.364,0.558,0.922,2,0.75,-0.052,0.75,-0.0003,-1.18,3,3,3B
Rafael Devers,2022,19/04/2022,BOS,TOR,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.319,0.333,0.511,0.844,3,1.04,-0.159,1.1,-0.001,-1.74,0,0,3B
Rafael Devers,2022,20/04/2022,BOS,TOR,5,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0.321,0.5,0.821,2,0.67,-0.036,0.72,-0.0002,-0.82,7,9.2,3B
Rafael Devers,2022,21/04/2022,BOS,TOR,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.291,0.316,0.473,0.789,2,1.19,0.018,1.21,0.0001,-0.12,4,6.2,DH
Rafael Devers,2022,22/04/2022,BOS,TBR,4,4,1,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0.288,0.311,0.508,0.82,2,0.78,0.054,0.74,0.0003,0.36,14,18.7,3B
Rafael Devers,2022,23/04/2022,BOS,TBR,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.266,0.288,0.469,0.757,2,1.17,-0.115,1.2,-0.0007,-1.21,0,0,3B
Rafael Devers,2022,24/04/2022,BOS,TBR,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.265,0.286,0.456,0.742,3,1.08,-0.005,1.07,0,-0.38,3,3,3B
Rafael Devers,2022,25/04/2022,BOS,TOR,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0.284,0.458,0.742,4,1.19,-0.067,1.12,-0.0004,-0.02,5,6,3B
Rafael Devers,2022,26/04/2022,BOS,TOR,2,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.27,0.289,0.459,0.749,8,1.15,0.084,1.02,0.0005,0.1,5,6.2,PH 3B
Rafael Devers,2022,27/04/2022,BOS,TOR,5,5,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.278,0.296,0.468,0.765,4,1.3,0.152,1.11,0.0008,0.55,12,15.7,3B
Rafael Devers,2022,28/04/2022,BOS,TOR,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.277,0.294,0.458,0.752,3,1.34,-0.004,1.18,0,-0.4,3,3,3B
Rafael Devers,2022,29/04/2022,BOS,BAL,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287,0.303,0.471,0.775,4,0.36,-0.011,0.28,-0.0001,0.22,8,9,3B
Rafael Devers,2022,30/04/2022,BOS,BAL,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0.309,0.467,0.776,2,1.38,-0.069,1.14,-0.0003,-0.33,6,6,3B
